player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Mecole Hardman Jr.,42683,WR,KC,9,36,0,16,0,-2.8,0,100.0,,0,0,0.0,0,2,0,91.8,65.9,0,33,0.0,0,25,10,100.0,25,127.9,10,27.8,1,67,95,9.5,6.7,2.68,8.9,1,72.7,100.0,1,1,5.9,1,11,0,60.7,67.9,0,36,0.0,0,117,16,91.5,107,140.9,22,61.1,3,204,122,7.6,12.8,1.91
Irv Smith Jr.,42060,TE,MIN,9,36,0,18,0,-3.7,0,100.0,,0,0,0.0,0,1,1,88.7,29.6,0,15,4.8,1,21,3,95.2,20,84.7,3,8.3,0,13,24,8.0,4.3,0.65,6.0,0,0.0,0.0,0,1,,0,0,0,55.9,55.7,0,0,4.5,2,44,0,90.9,40,39.6,1,2.8,0,0,0,,,0.0
Dameon Pierce,83659,HB,HST,13,36,0,13,0,-3.1,3,100.0,,0,0,0.0,0,3,0,91.6,94.1,0,16,9.4,3,32,7,81.3,26,95.2,7,19.4,0,48,70,10.0,6.9,1.85,2.0,0,0.0,,0,0,100.0,1,0,0,64.1,63.7,0,0,0.0,0,10,0,100.0,10,39.6,1,2.8,0,0,0,,,0.0
Dante Pettis,48113,WR,CHI,17,36,0,6,0,-1.7,1,66.7,,0,0,0.0,0,0,0,90.2,44.1,0,2,0.0,0,48,2,95.8,46,70.1,3,8.3,0,2,4,2.0,1.0,0.04,8.6,1,40.0,16.7,1,6,20.0,2,4,0,29.5,48.4,1,14,0.7,1,143,8,95.8,137,47.9,20,55.6,1,80,7,0.9,10.0,0.58
Kenneth Walker III,97199,HB,SEA,16,35,0,29,0,-3.4,1,85.7,100.0,1,1,0.0,0,1,0,91.4,79.9,0,23,5.0,1,20,6,80.0,16,83.3,7,20.0,0,28,45,7.5,4.7,1.75,-2.9,2,100.0,,0,0,0.0,0,0,0,90.2,53.8,0,6,0.0,0,26,7,100.0,26,79.2,7,20.0,0,16,36,5.1,2.3,0.62
Justin Watson,66915,WR,KC,19,35,0,16,0,-3.0,0,0.0,,0,0,,0,0,0,,29.8,0,0,0.0,0,53,0,96.2,51,39.6,1,2.9,0,0,0,,,0.0,10.0,0,45.5,,0,0,16.7,1,3,0,53.8,52.2,1,14,0.0,0,107,5,91.6,98,49.4,11,31.4,1,45,4,0.8,9.0,0.46
Tutu Atwell,77965,WR,LA,13,35,0,26,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,65.9,0,4,0.0,0,13,1,100.0,13,83.3,1,2.9,0,4,6,6.0,4.0,0.31,21.2,1,41.2,50.0,1,2,0.0,0,5,0,62.3,69.3,1,62,0.0,0,101,7,95.0,96,62.1,17,48.6,1,125,25,3.6,17.9,1.3
Deon Jackson,57189,HB,IND,12,34,0,14,0,-5.8,1,100.0,,0,0,0.0,0,1,0,90.9,91.1,0,13,0.0,0,10,6,100.0,10,79.2,6,17.6,0,15,50,8.3,2.5,1.5,-5.0,0,100.0,,0,0,0.0,0,0,0,86.5,66.4,0,1,0.0,0,3,1,100.0,3,79.2,1,2.9,0,1,6,6.0,1.0,0.33
Jamal Agnew,11920,WR,JAX,16,34,0,15,0,-1.9,1,92.9,,0,0,7.1,1,1,0,71.9,66.4,0,14,0.0,0,26,13,92.3,24,87.8,14,41.2,0,71,101,7.8,5.5,2.96,4.8,1,87.5,50.0,1,2,6.7,1,5,1,48.4,60.6,0,24,0.0,0,59,14,96.6,57,135.2,16,47.1,2,111,82,5.9,7.9,1.95
Rashid Shaheed,63707,WR,NO,12,34,0,20,0,-2.6,0,100.0,,0,0,0.0,0,1,1,90.6,56.7,0,8,0.0,0,13,5,100.0,13,79.2,5,14.7,0,14,27,5.4,2.8,1.08,7.4,0,85.7,,0,0,0.0,0,5,0,90.4,79.9,0,68,0.0,0,50,12,100.0,50,137.8,14,41.2,1,159,78,6.5,13.3,3.18
Jonathan Taylor,57488,HB,IND,11,34,0,14,0,-4.4,0,90.0,,0,0,0.0,0,2,0,91.8,94.3,1,19,3.6,1,28,9,82.1,23,56.3,10,29.4,0,70,109,12.1,7.8,3.04,-3.0,2,100.0,,0,0,0.0,0,1,0,70.9,61.3,0,4,0.0,0,8,1,75.0,6,83.3,1,2.9,0,4,7,7.0,4.0,0.67
James Cook,83666,HB,BUF,17,33,0,4,0,-3.8,0,25.0,0.0,0,1,0.0,0,0,0,78.7,46.0,0,0,6.3,1,16,1,93.8,15,39.6,4,12.1,0,0,5,5.0,0.0,0.0,4.5,3,83.3,,0,0,0.0,0,3,0,47.0,73.4,0,41,5.9,1,17,5,88.2,15,150.7,6,18.2,1,64,44,8.8,12.8,4.27
Nick Chubb,45783,HB,CLV,17,33,0,8,0,-2.9,6,90.9,,0,0,9.1,1,6,0,56.2,95.0,0,26,10.0,3,30,10,90.0,27,109.8,11,33.3,0,114,146,14.6,11.4,4.22,3.0,0,0.0,,0,0,,0,0,0,72.0,52.1,0,0,0.0,0,11,0,90.9,10,39.6,1,3.0,0,0,0,,,0.0
Marquez Callaway,42295,WR,NO,13,32,0,20,0,,0,,,0,0,,0,0,0,,44.8,0,0,0.0,0,12,0,91.7,11,0.0,0,0.0,0,0,0,,,0.0,4.5,1,100.0,,0,0,0.0,0,2,0,44.9,56.9,0,9,0.0,0,14,2,100.0,14,100.0,2,6.3,0,16,7,3.5,8.0,1.14
Laviska Shenault Jr.,61220,WR,CAR,12,32,0,5,0,-2.6,13,91.3,,0,0,4.5,1,8,0,90.2,97.1,0,43,0.0,0,38,21,100.0,38,98.9,23,71.9,0,178,235,11.2,8.5,4.68,-1.4,10,85.0,0.0,0,1,0.0,0,7,0,67.4,90.5,0,67,0.0,0,50,17,96.0,48,125.0,20,62.5,1,200,245,14.4,11.8,4.17
David Bell,97989,WR,CLV,16,32,0,8,0,0.0,1,100.0,,0,0,0.0,0,0,0,78.7,43.5,0,8,0.0,0,29,1,96.6,28,100.0,1,3.1,0,8,8,8.0,8.0,0.29,8.1,2,65.0,42.9,3,7,7.1,1,5,0,66.3,50.0,2,20,1.3,3,236,13,92.4,218,45.0,20,62.5,0,136,40,3.1,10.5,0.62
Ameer Abdullah,9487,HB,LV,15,32,0,23,0,-3.3,1,100.0,,0,0,0.0,0,3,0,92.0,98.3,0,23,16.7,3,18,10,77.8,14,103.3,10,31.3,0,88,121,12.1,8.8,6.29,-3.0,0,100.0,,0,0,0.0,0,0,0,90.3,83.2,0,6,0.0,0,3,1,100.0,3,91.7,1,3.1,0,6,9,9.0,6.0,2.0
Jaylen Warren,98692,HB,PIT,16,32,0,25,0,-4.4,1,100.0,,0,0,0.0,0,1,0,91.1,96.9,0,11,5.9,1,17,5,70.6,12,100.8,5,15.6,0,41,63,12.6,8.2,3.42,-0.5,0,50.0,,0,0,0.0,0,1,0,75.5,79.0,0,9,0.0,0,10,1,90.0,9,62.5,2,6.3,0,9,5,5.0,9.0,1.0
Tommy Tremble,84025,TE,CAR,17,31,0,5,0,,0,,,0,0,,0,0,0,,30.0,0,0,0.0,0,41,0,97.6,40,0.0,0,0.0,0,0,0,,,0.0,8.2,0,20.0,0.0,0,1,50.0,1,1,0,56.9,45.6,0,10,0.0,0,45,1,91.1,41,39.6,5,16.1,0,10,2,2.0,10.0,0.24
Cordarrelle Patterson,7810,HB,ATL,13,31,0,2,0,-2.7,2,90.9,50.0,1,2,0.0,0,1,0,91.8,86.9,0,14,12.0,3,25,10,88.0,22,79.2,11,35.5,0,22,48,4.8,2.2,1.0,3.1,0,71.4,100.0,1,1,16.7,1,3,0,79.9,66.4,1,15,0.0,0,31,5,96.8,30,50.0,7,22.6,0,47,21,4.2,9.4,1.57
Kendall Hinton,34045,WR,DEN,12,31,0,10,0,,0,,,0,0,,0,0,0,,42.9,0,0,0.0,0,24,0,95.8,23,0.0,0,0.0,0,0,0,,,0.0,7.9,2,76.5,,0,0,18.8,3,7,0,28.7,56.9,0,35,0.0,0,164,13,92.7,152,104.5,17,54.8,0,158,63,4.8,12.2,1.04
Brandon Powell,48036,WR,LA,17,31,0,26,0,-3.6,1,86.7,,0,0,0.0,0,4,0,92.3,91.4,0,16,3.1,1,32,13,96.9,31,90.8,15,48.4,0,87,135,10.4,6.7,2.81,1.2,1,66.7,0.0,0,1,0.0,0,4,0,88.3,64.3,0,16,3.8,3,79,12,94.9,75,75.7,18,58.1,0,78,109,9.1,6.5,1.04
Latavius Murray,7962,HB,DEN,13,31,0,10,0,-5.3,2,87.5,,0,0,0.0,0,1,0,91.1,91.7,0,15,7.4,2,27,7,92.6,25,79.2,8,25.8,0,17,56,8.0,2.4,0.68,-1.8,0,100.0,,0,0,0.0,0,0,0,90.4,67.1,0,9,0.0,0,13,5,92.3,12,84.2,5,16.1,0,21,30,6.0,4.2,1.75
Braxton Berrios,47961,WR,NYJ,16,31,0,22,0,-2.0,0,100.0,,0,0,0.0,0,2,0,91.8,78.8,0,7,0.0,0,30,8,86.7,26,80.2,8,25.8,0,26,42,5.3,3.3,1.0,5.9,1,68.8,100.0,2,2,8.3,1,5,0,76.3,58.7,1,25,0.0,0,115,11,93.9,108,58.3,16,51.6,0,96,59,5.4,8.7,0.89
Eno Benjamin,57136,HB,NO,14,30,0,20,0,-4.4,4,80.0,,0,0,20.0,2,2,0,27.4,47.6,0,16,2.6,1,38,8,89.5,34,87.5,10,33.3,0,50,89,11.1,6.3,1.47,0.0,1,100.0,,0,0,0.0,0,1,0,71.9,66.1,0,15,0.0,0,33,3,90.9,30,97.2,3,10.0,0,22,22,7.3,7.3,0.73
Breece Hall,97636,HB,NYJ,7,30,0,22,0,-2.3,3,66.7,,0,0,33.3,1,0,0,27.0,41.3,0,3,6.3,1,16,2,75.0,12,70.1,3,10.0,0,5,11,5.5,2.5,0.42,-1.0,2,100.0,,0,0,0.0,0,1,0,32.5,60.8,0,5,0.0,0,9,1,88.9,8,87.5,1,3.3,0,5,6,6.0,5.0,0.63
Melvin Gordon III,9448,HB,DEN,10,30,0,10,0,-2.9,0,75.0,,0,0,14.3,1,4,0,32.0,88.3,0,24,0.0,0,14,6,100.0,14,101.0,8,26.7,0,70,86,14.3,11.7,5.0,4.5,0,100.0,,0,0,0.0,0,0,0,55.1,44.4,0,6,0.0,0,10,2,80.0,8,91.7,2,6.7,0,12,3,1.5,6.0,1.5
Wan'Dale Robinson,101735,WR,NYG,6,30,0,21,0,-2.5,2,100.0,,0,0,0.0,0,2,0,25.7,68.9,0,17,0.0,0,8,2,87.5,7,106.3,2,6.7,0,19,24,12.0,9.5,2.71,5.0,3,85.7,75.0,3,4,5.3,1,10,0,32.0,71.2,0,19,0.0,0,113,18,92.0,104,116.1,21,70.0,1,169,91,5.1,9.4,1.63
Ian Thomas,42130,TE,CAR,17,29,0,5,0,-4.0,3,85.7,,0,0,14.3,1,2,0,33.2,63.2,0,16,16.7,9,54,6,83.3,45,91.7,7,24.1,0,42,67,11.2,7.0,0.93,5.3,0,33.3,0.0,0,1,0.0,0,1,0,36.0,50.1,0,13,3.7,1,27,1,88.9,24,47.9,3,10.3,0,13,3,3.0,13.0,0.54
Sammy Watkins,8639,WR,BLT,13,29,0,3,0,-1.3,0,66.7,,0,0,33.3,1,1,0,25.7,40.9,0,9,0.0,0,37,2,97.3,36,75.7,3,10.3,0,13,17,8.5,6.5,0.36,9.8,0,50.0,0.0,0,1,0.0,0,1,0,47.8,57.5,0,9,0.0,0,32,2,100.0,32,56.3,4,13.8,0,12,4,2.0,6.0,0.38
Kadarius Toney,61245,WR,KC,12,28,0,16,0,-3.2,2,100.0,,0,0,0.0,0,3,0,92.1,85.4,0,8,0.0,0,17,11,94.1,16,115.2,11,39.3,1,48,83,7.5,4.4,3.0,2.9,1,84.6,0.0,0,1,0.0,0,5,0,61.9,78.8,0,27,0.0,0,42,11,95.2,40,131.3,13,46.4,2,78,63,5.7,7.1,1.95
JaMycal Hasty,25582,HB,JAX,17,28,0,15,0,-5.3,0,42.9,0.0,0,1,40.0,2,1,0,23.7,28.7,0,15,10.0,3,30,3,90.0,27,50.3,7,25.0,0,12,25,8.3,4.0,0.44,-5.8,0,50.0,,0,0,50.0,2,1,0,29.9,58.7,0,15,0.0,0,13,2,92.3,12,56.3,4,14.3,0,11,21,10.5,5.5,0.92
Miles Sanders,40555,HB,PHI,20,28,0,24,0,-6.3,0,100.0,,0,0,0.0,0,0,1,88.7,24.6,0,8,2.4,1,42,3,92.9,39,79.2,3,10.7,0,-7,12,4.0,-2.3,-0.18,-3.0,0,0.0,0.0,0,1,,0,0,0,52.7,30.0,0,0,0.0,0,21,0,95.2,20,39.6,1,3.6,0,0,0,,,0.0
Ezekiel Elliott,10638,HB,DAL,17,28,0,9,0,-3.5,0,50.0,,0,0,0.0,0,0,0,78.7,39.1,0,-3,0.0,0,21,1,100.0,21,56.3,2,7.1,0,-3,0,0.0,-3.0,-0.14,,0,,,0,0,,0,0,0,28.9,29.8,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
Rashod Bateman,84296,WR,BLT,6,28,0,3,0,,0,,,0,0,,0,0,0,,45.9,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,9.8,0,60.0,,0,0,0.0,0,1,0,26.9,57.4,0,13,0.0,0,18,3,100.0,18,69.6,5,17.9,0,21,8,2.7,7.0,1.17
Dontrell Hilliard,45691,HB,TEN,12,28,0,31,0,-4.3,1,100.0,,0,0,0.0,0,2,0,91.6,98.0,0,13,0.0,0,13,8,92.3,12,123.4,8,28.6,1,33,67,8.4,4.1,2.75,-0.5,1,100.0,,0,0,0.0,0,0,0,38.4,49.7,0,6,0.0,0,19,2,100.0,19,91.7,2,7.1,0,12,13,6.5,6.0,0.63
Mo Alie-Cox,12078,TE,IND,17,27,0,14,0,-3.0,0,100.0,,0,0,0.0,0,0,1,78.7,26.4,0,6,10.0,3,30,1,86.7,26,91.7,1,3.7,0,6,9,9.0,6.0,0.23,4.0,0,80.0,,0,0,0.0,0,1,0,85.7,47.3,0,13,4.7,5,107,4,91.6,98,98.3,5,18.5,0,38,21,5.3,9.5,0.39
Brevin Jordan,77887,TE,HST,11,27,0,13,0,-3.0,1,100.0,,0,0,0.0,0,0,0,78.7,57.5,0,5,5.3,1,19,1,89.5,17,87.5,1,3.7,0,5,8,8.0,5.0,0.29,10.6,0,60.0,,0,0,0.0,0,2,0,65.6,56.8,0,20,0.0,0,52,3,100.0,52,85.4,5,18.5,0,40,9,3.0,13.3,0.77
Trenton Irwin,48080,WR,CIN,12,26,0,7,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,55.5,0,5,0.0,0,21,1,95.2,20,87.5,1,3.8,0,5,6,6.0,5.0,0.25,11.8,0,54.5,75.0,3,4,14.3,1,5,0,76.1,66.8,0,23,0.0,0,107,6,94.4,101,117.8,11,42.3,2,81,7,1.2,13.5,0.8
Tre'Quan Smith,48228,WR,NO,14,26,0,20,0,-1.0,1,100.0,,0,0,0.0,0,1,0,78.7,58.1,0,11,0.0,0,17,1,100.0,17,112.5,1,3.8,0,11,12,12.0,11.0,0.65,13.2,1,72.2,66.7,4,6,7.1,1,11,0,76.1,67.5,1,48,0.8,1,118,13,94.9,112,108.1,18,69.2,1,218,45,3.5,16.8,1.95
C.J. Uzomah,9590,TE,NYJ,15,26,0,22,0,-3.3,1,100.0,,0,0,0.0,0,1,0,88.7,52.7,0,14,0.0,0,29,3,100.0,29,97.2,3,11.5,0,22,32,10.7,7.3,0.76,13.0,0,100.0,,0,0,0.0,0,1,0,66.7,51.1,0,27,5.6,4,72,1,94.4,68,118.8,1,3.8,0,27,14,14.0,27.0,0.4
Matt Breida,12271,HB,NYG,19,25,0,21,0,-2.2,0,80.0,,0,0,20.0,1,0,0,28.1,29.3,0,10,0.0,0,12,4,100.0,12,79.2,5,20.0,0,13,19,4.8,3.3,1.08,-1.5,0,100.0,,0,0,0.0,0,1,0,74.9,49.3,0,4,0.0,0,16,2,100.0,16,79.2,2,8.0,0,5,8,4.0,2.5,0.31
Josh Oliver,47083,TE,BLT,18,25,0,3,0,,0,,,0,0,,0,0,0,,33.1,0,0,15.4,2,13,0,84.6,11,0.0,0,0.0,0,0,0,,,0.0,17.5,0,25.0,0.0,0,1,0.0,0,1,0,77.3,51.6,0,40,4.7,2,43,1,88.4,38,68.8,4,16.0,0,40,11,11.0,40.0,1.05
Denzel Mims,47800,WR,NYJ,10,25,0,22,0,-3.0,0,66.7,,0,0,0.0,0,0,0,84.5,45.7,0,4,0.0,0,21,2,95.2,20,70.1,3,12.0,0,5,12,6.0,2.5,0.25,10.8,0,40.0,,0,0,33.3,1,1,0,43.8,59.0,1,14,0.0,0,38,2,97.4,37,8.3,5,20.0,0,15,9,4.5,7.5,0.41
Joshua Kelley,13750,HB,LAC,14,24,0,27,0,-6.0,0,100.0,,0,0,0.0,0,0,0,84.5,57.4,0,8,13.3,2,15,2,86.7,13,79.2,2,8.3,0,6,18,9.0,3.0,0.46,4.0,0,0.0,,0,0,,0,0,0,33.5,37.1,0,0,9.1,1,11,0,90.9,10,39.6,1,4.2,0,0,0,,,0.0
Dare Ogunbowale,12329,HB,HST,11,24,0,13,0,-2.5,1,75.0,,0,0,0.0,0,1,0,90.9,86.4,1,23,9.1,2,22,6,90.9,20,44.8,8,33.3,0,38,56,9.3,6.3,1.9,-1.8,3,100.0,,0,0,0.0,0,0,0,90.0,66.7,0,7,0.0,0,12,5,100.0,12,79.2,5,20.8,0,12,21,4.2,2.4,1.0
Kenyan Drake,10707,HB,BLT,12,24,0,3,0,-5.2,1,66.7,,0,0,33.3,2,1,0,25.2,26.0,0,15,5.6,1,18,4,88.9,16,74.3,6,25.0,0,24,47,11.8,6.0,1.5,4.2,0,66.7,,0,0,20.0,1,3,0,27.4,43.9,1,11,3.3,1,30,4,93.3,28,35.4,6,25.0,0,25,38,9.5,6.3,0.89
Eric Saubert,11929,TE,DEN,17,23,0,10,0,,0,,,0,0,,0,0,0,,38.1,0,0,4.8,1,21,0,85.7,18,0.0,0,0.0,0,0,0,,,0.0,8.0,1,60.0,,0,0,0.0,0,1,0,66.7,46.8,0,12,1.1,1,87,3,92.0,80,72.9,5,21.7,0,25,20,6.7,8.3,0.31
Khalil Shakir,84140,WR,BUF,16,23,0,4,0,-2.0,0,50.0,,0,0,0.0,0,1,0,78.7,59.7,0,14,0.0,0,18,1,100.0,18,72.9,2,8.7,0,14,16,16.0,14.0,0.78,13.5,0,70.6,100.0,2,2,14.3,2,10,0,42.0,70.7,0,31,0.0,0,111,12,94.6,105,131.7,17,73.9,1,209,62,5.2,17.4,1.99
Chase Edmonds,45851,HB,DEN,13,23,0,10,0,-4.3,1,75.0,0.0,0,1,0.0,0,1,0,90.2,62.9,0,7,4.3,1,23,3,78.3,18,116.7,4,17.4,1,8,20,6.7,2.7,0.44,1.3,0,66.7,,0,0,0.0,0,0,0,26.9,32.8,0,7,3.6,1,28,2,85.7,24,70.1,3,13.0,0,7,5,2.5,3.5,0.29
Amari Rodgers,61212,WR,HST,13,23,0,13,0,-2.7,1,100.0,,0,0,0.0,0,1,1,90.2,39.1,0,11,0.0,0,23,3,95.7,22,88.9,3,13.0,0,16,24,8.0,5.3,0.73,9.3,2,90.0,66.7,2,3,0.0,0,6,1,64.5,63.7,0,28,0.0,0,114,9,92.1,105,142.1,10,43.5,1,101,26,2.9,11.2,0.96
Jake Ferguson,61081,TE,DAL,18,23,0,9,0,-4.5,0,100.0,,0,0,0.0,0,0,0,84.5,42.9,0,7,6.3,1,16,2,93.8,15,79.2,2,8.7,0,2,11,5.5,1.0,0.13,3.3,0,100.0,,0,0,0.0,0,0,0,84.9,61.5,0,8,0.0,0,28,3,100.0,28,90.3,3,13.0,0,17,7,2.3,5.7,0.61
O.J. Howard,11774,TE,HST,13,23,0,13,0,-6.0,0,100.0,,0,0,0.0,0,0,0,78.7,43.9,0,0,23.1,3,13,1,76.9,10,79.2,1,4.3,0,0,6,6.0,0.0,0.0,18.0,0,0.0,,0,0,100.0,1,0,0,74.6,53.8,0,0,0.0,0,16,0,93.8,15,39.6,1,4.3,0,0,0,,,0.0
Zach Gentry,36049,TE,PIT,17,23,0,25,0,-3.0,0,100.0,,0,0,0.0,0,1,0,90.9,64.0,0,32,12.5,3,24,6,87.5,21,86.8,6,26.1,0,29,47,7.8,4.8,1.38,,0,,,0,0,,0,0,0,71.3,51.5,0,0,5.3,1,19,0,89.5,17,0.0,0,0.0,0,0,0,,,0.0
Brock Wright,60994,TE,DET,17,23,0,11,0,-3.5,0,100.0,,0,0,0.0,0,2,0,84.5,64.2,0,17,15.6,5,32,2,81.3,26,118.8,2,8.7,0,28,35,17.5,14.0,1.08,9.6,0,40.0,,0,0,33.3,1,2,0,29.7,56.5,0,25,0.0,0,39,2,89.7,35,75.4,5,21.7,0,48,28,14.0,24.0,1.37
Kyle Juszczyk,7912,FB,SF,19,23,0,28,0,-5.0,2,100.0,,0,0,0.0,0,2,0,84.5,55.8,0,18,3.2,1,31,2,93.5,29,118.8,2,8.7,0,28,38,19.0,14.0,0.97,9.3,0,100.0,,0,0,0.0,0,2,0,59.2,53.0,0,35,4.3,3,69,3,89.9,62,118.8,3,13.0,0,65,37,12.3,21.7,1.05
Johnny Mundt,12206,TE,MIN,18,22,0,18,0,-3.3,0,100.0,,0,0,0.0,0,2,0,88.7,80.2,0,16,5.3,1,19,3,94.7,18,106.9,3,13.6,0,29,39,13.0,9.7,1.61,4.0,1,100.0,,0,0,0.0,0,1,0,49.6,53.8,0,17,5.9,1,17,1,94.1,16,118.8,1,4.5,0,17,13,13.0,17.0,1.06
Alec Ingold,34934,FB,MIA,18,22,0,17,0,,0,,,0,0,,0,0,0,,46.0,0,0,0.0,0,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0,1.3,1,83.3,,0,0,0.0,0,2,0,29.7,45.4,0,17,5.9,3,51,5,88.2,45,96.5,6,27.3,0,43,35,7.0,8.6,0.96
Damien Harris,35134,HB,NE,11,22,0,19,0,-6.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.3,0,4,0.0,0,7,1,100.0,7,83.3,1,4.5,0,4,10,10.0,4.0,0.57,1.0,0,0.0,0.0,0,1,,0,0,0,64.1,54.5,0,0,0.0,0,8,0,100.0,8,39.6,1,4.5,0,0,0,,,0.0
Steven Sims,48341,WR,PIT,12,22,0,25,0,-3.2,0,83.3,100.0,1,1,0.0,0,1,0,90.6,71.4,0,15,0.0,0,12,5,100.0,12,80.6,6,27.3,0,20,35,7.0,4.0,1.67,6.1,0,56.3,33.3,1,3,0.0,0,3,0,82.7,51.0,0,28,0.0,0,116,9,95.7,111,65.6,16,72.7,0,64,29,3.2,7.1,0.58
Zach Pascal,12303,WR,PHI,20,22,0,24,0,-2.0,2,100.0,,0,0,0.0,0,0,0,78.7,49.9,0,8,0.0,0,36,1,91.7,33,100.0,1,4.5,0,8,10,10.0,8.0,0.24,6.1,2,81.8,66.7,2,3,0.0,0,4,0,71.3,55.9,1,34,0.0,0,126,9,93.7,118,88.3,11,50.0,1,77,33,3.7,8.6,0.65
Michael Thomas,10681,WR,NO,3,22,0,20,0,,0,,,0,0,,0,0,0,,48.9,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,9.5,0,100.0,100.0,2,2,0.0,0,4,0,87.6,84.9,0,21,0.0,0,22,6,95.5,21,116.0,6,27.3,0,71,14,2.3,11.8,3.38
Damiere Byrd,9964,WR,ATL,14,22,0,2,0,,0,,,0,0,,0,0,0,,43.4,0,0,0.0,0,16,0,87.5,14,0.0,0,0.0,0,0,0,,,0.0,29.5,0,50.0,0.0,0,1,0.0,0,1,0,70.7,66.0,0,10,0.0,0,22,1,100.0,22,64.6,2,9.1,0,10,7,7.0,10.0,0.45
Clyde Edwards-Helaire,57279,HB,KC,10,22,0,16,0,-3.5,3,100.0,,0,0,0.0,0,5,0,90.9,99.9,0,16,0.0,0,15,6,100.0,15,144.4,6,27.3,1,55,76,12.7,9.2,3.67,,0,,,0,0,,0,0,0,72.1,65.9,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Adam Trautman,109795,TE,NO,15,22,0,20,0,-4.0,1,100.0,,0,0,0.0,0,2,0,84.5,92.6,0,11,0.0,0,8,2,100.0,8,106.3,2,9.1,0,19,27,13.5,9.5,2.38,7.0,0,66.7,,0,0,0.0,0,0,0,82.2,58.1,0,9,6.1,2,33,2,90.9,30,81.3,3,13.6,0,17,5,2.5,8.5,0.57
Keelan Cole Sr.,51593,WR,LV,14,22,0,23,0,,0,,,0,0,,0,0,0,,41.6,0,0,10.0,2,20,0,70.0,14,0.0,0,0.0,0,0,0,,,0.0,13.3,0,41.7,0.0,0,1,28.6,2,3,0,43.3,47.8,0,20,1.2,2,165,5,93.3,154,53.8,12,54.5,0,49,4,0.8,9.8,0.32
Marcus Johnson,11074,WR,NYG,16,21,0,21,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,56.7,0,7,0.0,0,20,1,90.0,18,95.8,1,4.8,0,7,8,8.0,7.0,0.39,8.5,0,100.0,100.0,1,1,0.0,0,1,0,49.6,54.9,0,18,0.0,0,26,2,88.5,23,110.4,2,9.5,0,21,4,2.0,10.5,0.91
Mitchell Wilcox,47234,TE,CIN,18,21,0,7,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,48.2,0,10,12.5,4,32,1,84.4,27,108.3,1,4.8,0,10,12,12.0,10.0,0.37,10.0,0,100.0,,0,0,0.0,0,1,0,60.3,47.4,0,18,0.0,0,39,2,92.3,36,118.8,2,9.5,0,26,6,3.0,13.0,0.72
Sterling Shepard,10674,WR,NYG,3,21,0,21,0,,0,,,0,0,,0,0,0,,45.7,0,0,0.0,0,10,0,70.0,7,0.0,0,0.0,0,0,0,,,0.0,2.7,0,83.3,,0,0,0.0,0,1,0,44.9,59.4,0,10,0.0,0,34,5,82.4,28,86.1,6,28.6,0,28,19,3.8,5.6,1.0
MyCole Pruitt,9576,TE,ATL,13,21,0,2,0,-3.3,0,100.0,,0,0,0.0,0,0,0,88.7,49.4,0,6,25.0,4,16,3,75.0,12,86.1,3,14.3,0,14,24,8.0,4.7,1.17,6.0,0,100.0,,0,0,0.0,0,1,0,58.9,64.7,0,14,0.0,0,17,1,94.1,16,118.8,1,4.8,0,14,8,8.0,14.0,0.88
